contract_id,instrument,baseline_date,baseline_value,unit,currency,source,note
CON-2023-0025,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0025,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0026,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0026,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0026,MAIZE,2023-01-01,302.8,USD/t,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0027,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0027,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0027,MAIZE,2023-01-01,302.8,USD/t,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0028,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0028,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0029,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0029,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0030,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0030,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0030,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0031,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0031,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0031,MAIZE,2023-01-01,302.8,USD/t,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0032,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0032,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0033,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0033,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0033,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0034,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0034,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0035,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0035,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0036,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0036,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0037,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0037,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0038,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0038,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0038,MAIZE,2023-01-01,302.8,USD/t,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0039,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0039,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0040,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0040,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0041,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0041,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0042,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0042,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0043,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0043,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0044,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0044,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0045,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0045,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0046,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0046,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0047,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0047,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0048,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0048,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0048,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0049,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0049,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0050,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0050,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0051,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0051,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0051,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0052,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0052,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0052,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0053,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0053,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0053,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0054,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0054,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0054,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0055,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0055,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0055,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0056,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0056,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0056,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0057,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0057,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0057,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0058,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0058,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0059,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0059,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0059,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0060,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0060,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0060,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0061,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0061,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0061,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0062,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0062,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0062,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0063,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0063,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0063,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0064,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0064,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0064,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0065,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0065,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0065,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0066,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0066,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0066,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0067,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0067,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0068,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0068,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0069,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0069,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0070,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0070,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0071,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0071,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0072,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0072,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0073,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0073,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0074,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0074,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0074,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0075,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0075,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0076,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0076,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0076,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0077,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0077,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0078,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0078,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0078,BRENT,2023-01-01,83.1,USD/bbl,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0079,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0079,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0080,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0080,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0081,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0081,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0082,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0082,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0083,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0083,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0084,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0084,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0085,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0085,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0086,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0086,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0087,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0087,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0088,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0088,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0089,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0089,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0090,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0090,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0091,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0091,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0092,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0092,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0093,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0093,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0094,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0094,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0094,MAIZE,2023-01-01,302.8,USD/t,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0095,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0095,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0095,MAIZE,2023-01-01,302.8,USD/t,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0096,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0096,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0096,MAIZE,2023-01-01,302.8,USD/t,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0097,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0097,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0098,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0098,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0099,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
CON-2023-0099,NATURAL_GAS_EU,2023-01-01,20.18,USD/mmbtu,USD,WORLD_BANK,shared_2023_01_proxy
CON-2023-0100,EURUSD,2023-01-02,1.0683,USD/EUR,USD,ECB,shared_2023_01_proxy
